;Hours;Oslo
03.07.2019;01 - 02;248,59
03.07.2019;02 - 03;245,4
03.07.2019;03 - 04;243,27
03.07.2019;04 - 05;245,01
03.07.2019;05 - 06;258,56
03.07.2019;06 - 07;291,64
03.07.2019;07 - 08;303,25
03.07.2019;08 - 09;307,6
03.07.2019;09 - 10;307,6
03.07.2019;10 - 11;309,15
03.07.2019;11 - 12;306,73
03.07.2019;12 - 13;294,54
03.07.2019;13 - 14;289,51
03.07.2019;14 - 15;284,38
03.07.2019;15 - 16;283,03
03.07.2019;16 - 17;281,67
03.07.2019;17 - 18;290,09
03.07.2019;18 - 19;293,09
03.07.2019;19 - 20;292,61
03.07.2019;20 - 21;289,7
03.07.2019;21 - 22;285,83
03.07.2019;22 - 23;284,96
03.07.2019;23 - 00;266,88
04.07.2019;00 - 01;268,64
04.07.2019;01 - 02;263,9
04.07.2019;02 - 03;259,36
04.07.2019;03 - 04;260,9
04.07.2019;04 - 05;262,16
04.07.2019;05 - 06;271,45
04.07.2019;06 - 07;275,31
04.07.2019;07 - 08;286,43
04.07.2019;08 - 09;298,14
04.07.2019;09 - 10;298,91
04.07.2019;10 - 11;296,78
04.07.2019;11 - 12;289,14
04.07.2019;12 - 13;280,54
04.07.2019;13 - 14;279,86
04.07.2019;14 - 15;278,7
04.07.2019;15 - 16;279,47
04.07.2019;16 - 17;278,99
04.07.2019;17 - 18;283,63
04.07.2019;18 - 19;281,89
04.07.2019;19 - 20;280,63
04.07.2019;20 - 21;279,57
04.07.2019;21 - 22;274,93
04.07.2019;22 - 23;274,35
04.07.2019;23 - 00;263,61
05.07.2019;00 - 01;252,45
05.07.2019;01 - 02;249,08
05.07.2019;02 - 03;245,41
05.07.2019;03 - 04;245,99
05.07.2019;04 - 05;249,66
05.07.2019;05 - 06;257,94
05.07.2019;06 - 07;272,6
05.07.2019;07 - 08;288,02
05.07.2019;08 - 09;296,79
05.07.2019;09 - 10;301,32
05.07.2019;10 - 11;302,57
05.07.2019;11 - 12;303,06
05.07.2019;12 - 13;301,23
05.07.2019;13 - 14;289,66
05.07.2019;14 - 15;283,59
05.07.2019;15 - 16;281,46
05.07.2019;16 - 17;284,16
05.07.2019;17 - 18;293,13
05.07.2019;18 - 19;293,13
05.07.2019;19 - 20;293,71
05.07.2019;20 - 21;288,89
05.07.2019;21 - 22;285,22
05.07.2019;22 - 23;284,07
05.07.2019;23 - 00;275,3
06.07.2019;00 - 01;284,1
06.07.2019;01 - 02;274,85
06.07.2019;02 - 03;275,81
06.07.2019;03 - 04;276,01
06.07.2019;04 - 05;264,64
06.07.2019;05 - 06;270,23
06.07.2019;06 - 07;274,56
06.07.2019;07 - 08;279,57
06.07.2019;08 - 09;289,49
06.07.2019;09 - 10;291,32
06.07.2019;10 - 11;286,02
06.07.2019;11 - 12;274,76
06.07.2019;12 - 13;265,03
06.07.2019;13 - 14;261,66
06.07.2019;14 - 15;258,19
06.07.2019;15 - 16;253,18
06.07.2019;16 - 17;266,18
06.07.2019;17 - 18;279,19
06.07.2019;18 - 19;286,5
06.07.2019;19 - 20;289,2
06.07.2019;20 - 21;279,47
06.07.2019;21 - 22;277,26
06.07.2019;22 - 23;281,11
06.07.2019;23 - 00;273,41
07.07.2019;00 - 01;273,1
07.07.2019;01 - 02;262,36
07.07.2019;02 - 03;262,65
07.07.2019;03 - 04;234,96
07.07.2019;04 - 05;226,15
07.07.2019;05 - 06;236,22
07.07.2019;06 - 07;248,03
07.07.2019;07 - 08;250,25
07.07.2019;08 - 09;260,42
07.07.2019;09 - 10;271,16
07.07.2019;10 - 11;276,78
07.07.2019;11 - 12;275,13
07.07.2019;12 - 13;270,68
07.07.2019;13 - 14;268,55
07.07.2019;14 - 15;261,39
07.07.2019;15 - 16;261,29
07.07.2019;16 - 17;266,03
07.07.2019;17 - 18;272,71
07.07.2019;18 - 19;282,69
07.07.2019;19 - 20;299,92
07.07.2019;20 - 21;302,14
07.07.2019;21 - 22;307,08
07.07.2019;22 - 23;302,53
07.07.2019;23 - 00;293,04
08.07.2019;00 - 01;292,46
08.07.2019;01 - 02;285,01
08.07.2019;02 - 03;282,3
08.07.2019;03 - 04;283,75
08.07.2019;04 - 05;281,52
08.07.2019;05 - 06;282,3
08.07.2019;06 - 07;303,98
08.07.2019;07 - 08;308,24
08.07.2019;08 - 09;328,28
08.07.2019;09 - 10;329,06
08.07.2019;10 - 11;328,86
08.07.2019;11 - 12;311,05
08.07.2019;12 - 13;308,82
08.07.2019;13 - 14;307,37
08.07.2019;14 - 15;306,4
08.07.2019;15 - 16;306,79
08.07.2019;16 - 17;305,92
08.07.2019;17 - 18;305,63
08.07.2019;18 - 19;308,53
08.07.2019;19 - 20;307,27
08.07.2019;20 - 21;305,53
08.07.2019;21 - 22;301,56
08.07.2019;22 - 23;297,69
08.07.2019;23 - 00;287,72
09.07.2019;00 - 01;295,7
09.07.2019;01 - 02;285,64
09.07.2019;02 - 03;283,12
09.07.2019;03 - 04;282,83
09.07.2019;04 - 05;282,93
09.07.2019;05 - 06;291,06
09.07.2019;06 - 07;321,45
09.07.2019;07 - 08;329,97
09.07.2019;08 - 09;336,16
09.07.2019;09 - 10;342,07
09.07.2019;10 - 11;348,65
09.07.2019;11 - 12;349,04
09.07.2019;12 - 13;347,29
09.07.2019;13 - 14;329,39
09.07.2019;14 - 15;328,32
09.07.2019;15 - 16;323,48
09.07.2019;16 - 17;328,13
09.07.2019;17 - 18;335,1
09.07.2019;18 - 19;332,48
09.07.2019;19 - 20;322,13
09.07.2019;20 - 21;319,13
09.07.2019;21 - 22;315,64
09.07.2019;22 - 23;312,93
09.07.2019;23 - 00;304,61
10.07.2019;00 - 01;318,98
10.07.2019;01 - 02;314,9
10.07.2019;02 - 03;311,12
10.07.2019;03 - 04;311,99
10.07.2019;04 - 05;312,67
10.07.2019;05 - 06;313,45
10.07.2019;06 - 07;320,82
10.07.2019;07 - 08;323,83
10.07.2019;08 - 09;328,1
10.07.2019;09 - 10;329,65
10.07.2019;10 - 11;330,72
10.07.2019;11 - 12;329,65
10.07.2019;12 - 13;328,58
10.07.2019;13 - 14;327,22
10.07.2019;14 - 15;326,84
10.07.2019;15 - 16;325,48
10.07.2019;16 - 17;323,44
10.07.2019;17 - 18;323,25
10.07.2019;18 - 19;322,47
10.07.2019;19 - 20;327,03
10.07.2019;20 - 21;325,87
10.07.2019;21 - 22;326,45
10.07.2019;22 - 23;324,51
10.07.2019;23 - 00;319,08
11.07.2019;00 - 01;333,77
11.07.2019;01 - 02;331,92
11.07.2019;02 - 03;329,79
11.07.2019;03 - 04;327,65
11.07.2019;04 - 05;325,42
11.07.2019;05 - 06;331,34
11.07.2019;06 - 07;335,9
11.07.2019;07 - 08;342,3
11.07.2019;08 - 09;347,35
11.07.2019;09 - 10;350,36
11.07.2019;10 - 11;356,18
11.07.2019;11 - 12;351,91
11.07.2019;12 - 13;349,29
11.07.2019;13 - 14;347,74
11.07.2019;14 - 15;347,64
11.07.2019;15 - 16;347,45
11.07.2019;16 - 17;345,02
11.07.2019;17 - 18;343,27
11.07.2019;18 - 19;340,85
11.07.2019;19 - 20;339,49
11.07.2019;20 - 21;339,2
11.07.2019;21 - 22;338,62
11.07.2019;22 - 23;337,06
11.07.2019;23 - 00;335,03
12.07.2019;00 - 01;356,06
12.07.2019;01 - 02;353,46
12.07.2019;02 - 03;348,73
12.07.2019;03 - 04;347
12.07.2019;04 - 05;342,47
12.07.2019;05 - 06;347,39
12.07.2019;06 - 07;348,83
12.07.2019;07 - 08;355,09
12.07.2019;08 - 09;359,04
12.07.2019;09 - 10;362,03
12.07.2019;10 - 11;365,98
12.07.2019;11 - 12;364,06
12.07.2019;12 - 13;363,57
12.07.2019;13 - 14;360,39
12.07.2019;14 - 15;357,21
12.07.2019;15 - 16;352,49
12.07.2019;16 - 17;351,43
12.07.2019;17 - 18;352,4
12.07.2019;18 - 19;350,47
12.07.2019;19 - 20;348,93
12.07.2019;20 - 21;352,2
12.07.2019;21 - 22;353,65
12.07.2019;22 - 23;349,41
12.07.2019;23 - 00;343,43
13.07.2019;00 - 01;361,82
13.07.2019;01 - 02;357,02
13.07.2019;02 - 03;350,58
13.07.2019;03 - 04;347,12
13.07.2019;04 - 05;347,6
13.07.2019;05 - 06;339,82
13.07.2019;06 - 07;346,64
13.07.2019;07 - 08;351,54
13.07.2019;08 - 09;357,79
13.07.2019;09 - 10;368,74
13.07.2019;10 - 11;370,38
13.07.2019;11 - 12;364,42
13.07.2019;12 - 13;353,94
13.07.2019;13 - 14;343,08
13.07.2019;14 - 15;336,93
13.07.2019;15 - 16;332,71
13.07.2019;16 - 17;333,19
13.07.2019;17 - 18;341,74
13.07.2019;18 - 19;350,96
13.07.2019;19 - 20;356,25
13.07.2019;20 - 21;354,81
13.07.2019;21 - 22;353,85
13.07.2019;22 - 23;358,27
13.07.2019;23 - 00;355,1
14.07.2019;00 - 01;365,38
14.07.2019;01 - 02;350,28
14.07.2019;02 - 03;335,57
14.07.2019;03 - 04;324,79
14.07.2019;04 - 05;319,41
14.07.2019;05 - 06;319,31
14.07.2019;06 - 07;325,75
14.07.2019;07 - 08;334,31
14.07.2019;08 - 09;349,41
14.07.2019;09 - 10;355,09
14.07.2019;10 - 11;360,09
14.07.2019;11 - 12;364,9
14.07.2019;12 - 13;358,07
14.07.2019;13 - 14;347,49
14.07.2019;14 - 15;340,09
14.07.2019;15 - 16;337,49
14.07.2019;16 - 17;339,6
14.07.2019;17 - 18;351,82
14.07.2019;18 - 19;363,94
14.07.2019;19 - 20;368,27
14.07.2019;20 - 21;374,61
14.07.2019;21 - 22;369,8
14.07.2019;22 - 23;371,34
14.07.2019;23 - 00;364,13
15.07.2019;00 - 01;361,63
15.07.2019;01 - 02;352,68
15.07.2019;02 - 03;350,57
15.07.2019;03 - 04;338,16
15.07.2019;04 - 05;335,95
15.07.2019;05 - 06;354,32
15.07.2019;06 - 07;378,56
15.07.2019;07 - 08;378,27
15.07.2019;08 - 09;376,06
15.07.2019;09 - 10;373,84
15.07.2019;10 - 11;375,86
15.07.2019;11 - 12;376,63
15.07.2019;12 - 13;375,29
15.07.2019;13 - 14;375,09
15.07.2019;14 - 15;364,8
15.07.2019;15 - 16;363,36
15.07.2019;16 - 17;358,36
15.07.2019;17 - 18;363,26
15.07.2019;18 - 19;372,98
15.07.2019;19 - 20;372,4
15.07.2019;20 - 21;369,42
15.07.2019;21 - 22;367,02
15.07.2019;22 - 23;367,3
15.07.2019;23 - 00;358,17
16.07.2019;00 - 01;354,23
16.07.2019;01 - 02;348,94
16.07.2019;02 - 03;336,05
16.07.2019;03 - 04;326,04
16.07.2019;04 - 05;318,73
16.07.2019;05 - 06;343,84
16.07.2019;06 - 07;365,2
16.07.2019;07 - 08;365,29
16.07.2019;08 - 09;366,06
16.07.2019;09 - 10;367,12
16.07.2019;10 - 11;367,7
16.07.2019;11 - 12;367,51
16.07.2019;12 - 13;367,51
16.07.2019;13 - 14;367,22
16.07.2019;14 - 15;367,51
16.07.2019;15 - 16;365,78
16.07.2019;16 - 17;365,97
16.07.2019;17 - 18;368,47
16.07.2019;18 - 19;369,91
16.07.2019;19 - 20;369,72
16.07.2019;20 - 21;371,45
16.07.2019;21 - 22;374,05
16.07.2019;22 - 23;373,47
16.07.2019;23 - 00;371,16
17.07.2019;00 - 01;372,13
17.07.2019;01 - 02;364,45
17.07.2019;02 - 03;361,95
17.07.2019;03 - 04;358,11
17.07.2019;04 - 05;361,18
17.07.2019;05 - 06;366,56
17.07.2019;06 - 07;370,4
17.07.2019;07 - 08;369,64
17.07.2019;08 - 09;374,05
17.07.2019;09 - 10;376,65
17.07.2019;10 - 11;378,95
17.07.2019;11 - 12;378,38
17.07.2019;12 - 13;378,47
17.07.2019;13 - 14;376,65
17.07.2019;14 - 15;375,01
17.07.2019;15 - 16;374,92
17.07.2019;16 - 17;373,77
17.07.2019;17 - 18;373,77
17.07.2019;18 - 19;373,29
17.07.2019;19 - 20;373,48
17.07.2019;20 - 21;372,8
17.07.2019;21 - 22;374,44
17.07.2019;22 - 23;374,44
17.07.2019;23 - 00;376,26
18.07.2019;00 - 01;377,17
18.07.2019;01 - 02;369,95
18.07.2019;02 - 03;364,07
18.07.2019;03 - 04;363,02
18.07.2019;04 - 05;360,9
18.07.2019;05 - 06;361,96
18.07.2019;06 - 07;368,69
18.07.2019;07 - 08;370,52
18.07.2019;08 - 09;375,05
18.07.2019;09 - 10;379,28
18.07.2019;10 - 11;380,82
18.07.2019;11 - 12;379,77
18.07.2019;12 - 13;376,59
18.07.2019;13 - 14;374,09
18.07.2019;14 - 15;373,32
18.07.2019;15 - 16;373,22
18.07.2019;16 - 17;369,75
18.07.2019;17 - 18;372,06
18.07.2019;18 - 19;370,72
18.07.2019;19 - 20;371,29
18.07.2019;20 - 21;370,04
18.07.2019;21 - 22;369,66
18.07.2019;22 - 23;370,24
18.07.2019;23 - 00;371,49
19.07.2019;00 - 01;364,91
19.07.2019;01 - 02;357,2
19.07.2019;02 - 03;356,62
19.07.2019;03 - 04;353,35
19.07.2019;04 - 05;353,54
19.07.2019;05 - 06;361,73
19.07.2019;06 - 07;367,23
19.07.2019;07 - 08;367,13
19.07.2019;08 - 09;369,93
19.07.2019;09 - 10;374,55
19.07.2019;10 - 11;376,19
19.07.2019;11 - 12;373,68
19.07.2019;12 - 13;373,59
19.07.2019;13 - 14;369,35
19.07.2019;14 - 15;368,29
19.07.2019;15 - 16;368,67
19.07.2019;16 - 17;368,48
19.07.2019;17 - 18;370,21
19.07.2019;18 - 19;370,31
19.07.2019;19 - 20;370,99
19.07.2019;20 - 21;370,6
19.07.2019;21 - 22;370,6
19.07.2019;22 - 23;370,6
19.07.2019;23 - 00;370,41
20.07.2019;00 - 01;378,39
20.07.2019;01 - 02;366,18
20.07.2019;02 - 03;353,97
20.07.2019;03 - 04;342,43
20.07.2019;04 - 05;330,41
20.07.2019;05 - 06;327,24
20.07.2019;06 - 07;336,56
20.07.2019;07 - 08;345,22
20.07.2019;08 - 09;353,78
20.07.2019;09 - 10;353,87
20.07.2019;10 - 11;348,3
20.07.2019;11 - 12;346,28
20.07.2019;12 - 13;339,54
20.07.2019;13 - 14;335,89
20.07.2019;14 - 15;333,49
20.07.2019;15 - 16;329,26
20.07.2019;16 - 17;329,06
20.07.2019;17 - 18;342,33
20.07.2019;18 - 19;355,03
20.07.2019;19 - 20;360,8
20.07.2019;20 - 21;360,89
20.07.2019;21 - 22;360,22
20.07.2019;22 - 23;364,93
20.07.2019;23 - 00;358,58
21.07.2019;00 - 01;342,89
21.07.2019;01 - 02;322,01
21.07.2019;02 - 03;317,78
21.07.2019;03 - 04;300,85
21.07.2019;04 - 05;298,15
21.07.2019;05 - 06;303,54
21.07.2019;06 - 07;320,86
21.07.2019;07 - 08;337,99
21.07.2019;08 - 09;344,43
21.07.2019;09 - 10;350,2
21.07.2019;10 - 11;351,17
21.07.2019;11 - 12;349,63
21.07.2019;12 - 13;340,78
21.07.2019;13 - 14;332,31
21.07.2019;14 - 15;322,11
21.07.2019;15 - 16;316,53
21.07.2019;16 - 17;325,57
21.07.2019;17 - 18;337,6
21.07.2019;18 - 19;350,59
21.07.2019;19 - 20;364,54
21.07.2019;20 - 21;371,18
21.07.2019;21 - 22;372,43
21.07.2019;22 - 23;372,14
21.07.2019;23 - 00;367,62
22.07.2019;00 - 01;360,5
22.07.2019;01 - 02;337,79
22.07.2019;02 - 03;329,33
22.07.2019;03 - 04;329,23
22.07.2019;04 - 05;328,65
22.07.2019;05 - 06;348,09
22.07.2019;06 - 07;365,02
22.07.2019;07 - 08;362,71
22.07.2019;08 - 09;364,73
22.07.2019;09 - 10;366,75
22.07.2019;10 - 11;367,23
22.07.2019;11 - 12;366,27
22.07.2019;12 - 13;362,33
22.07.2019;13 - 14;359,25
22.07.2019;14 - 15;357,8
22.07.2019;15 - 16;359,83
22.07.2019;16 - 17;362,42
22.07.2019;17 - 18;364,35
22.07.2019;18 - 19;369,64
22.07.2019;19 - 20;369,45
22.07.2019;20 - 21;368,58
22.07.2019;21 - 22;366,75
22.07.2019;22 - 23;366,08
22.07.2019;23 - 00;365,98
23.07.2019;00 - 01;365,23
23.07.2019;01 - 02;361,58
23.07.2019;02 - 03;355,8
23.07.2019;03 - 04;351,38
23.07.2019;04 - 05;349,45
23.07.2019;05 - 06;362,73
23.07.2019;06 - 07;360,81
23.07.2019;07 - 08;362,92
23.07.2019;08 - 09;365,14
23.07.2019;09 - 10;366,19
23.07.2019;10 - 11;367,45
23.07.2019;11 - 12;367,64
23.07.2019;12 - 13;367,16
23.07.2019;13 - 14;365,42
23.07.2019;14 - 15;365,04
23.07.2019;15 - 16;364,65
23.07.2019;16 - 17;364,37
23.07.2019;17 - 18;363,79
23.07.2019;18 - 19;366,48
23.07.2019;19 - 20;365,71
23.07.2019;20 - 21;364,94
23.07.2019;21 - 22;364,65
23.07.2019;22 - 23;363,89
23.07.2019;23 - 00;361,77
24.07.2019;00 - 01;377,58
24.07.2019;01 - 02;371,38
24.07.2019;02 - 03;370,03
24.07.2019;03 - 04;369,06
24.07.2019;04 - 05;366,84
24.07.2019;05 - 06;370,8
24.07.2019;06 - 07;370,22
24.07.2019;07 - 08;371
24.07.2019;08 - 09;373,9
24.07.2019;09 - 10;374,58
24.07.2019;10 - 11;374,67
24.07.2019;11 - 12;374,96
24.07.2019;12 - 13;370,42
24.07.2019;13 - 14;373,13
24.07.2019;14 - 15;373,8
24.07.2019;15 - 16;374
24.07.2019;16 - 17;374,48
24.07.2019;17 - 18;373,9
24.07.2019;18 - 19;375,35
24.07.2019;19 - 20;374,58
24.07.2019;20 - 21;373,71
24.07.2019;21 - 22;372,84
24.07.2019;22 - 23;371,48
24.07.2019;23 - 00;372,84
25.07.2019;00 - 01;378,7
25.07.2019;01 - 02;376,68
25.07.2019;02 - 03;372,82
25.07.2019;03 - 04;372,05
25.07.2019;04 - 05;371,18
25.07.2019;05 - 06;374,55
25.07.2019;06 - 07;372,43
25.07.2019;07 - 08;375,33
25.07.2019;08 - 09;378,22
25.07.2019;09 - 10;378,7
25.07.2019;10 - 11;379,76
25.07.2019;11 - 12;380,34
25.07.2019;12 - 13;381,02
25.07.2019;13 - 14;381,02
25.07.2019;14 - 15;380,53
25.07.2019;15 - 16;378,8
25.07.2019;16 - 17;378,41
25.07.2019;17 - 18;377,83
25.07.2019;18 - 19;381,5
25.07.2019;19 - 20;381,31
25.07.2019;20 - 21;381,5
25.07.2019;21 - 22;380,34
25.07.2019;22 - 23;377,64
25.07.2019;23 - 00;379,09
26.07.2019;00 - 01;372,55
26.07.2019;01 - 02;363,68
26.07.2019;02 - 03;358,47
26.07.2019;03 - 04;352,5
26.07.2019;04 - 05;350,57
26.07.2019;05 - 06;368,31
26.07.2019;06 - 07;370,04
26.07.2019;07 - 08;373,22
26.07.2019;08 - 09;374,67
26.07.2019;09 - 10;376,88
26.07.2019;10 - 11;378,04
26.07.2019;11 - 12;378,62
26.07.2019;12 - 13;378,23
26.07.2019;13 - 14;376,21
26.07.2019;14 - 15;373,22
26.07.2019;15 - 16;374,48
26.07.2019;16 - 17;375,63
26.07.2019;17 - 18;375,25
26.07.2019;18 - 19;382,09
26.07.2019;19 - 20;385,17
26.07.2019;20 - 21;382,57
26.07.2019;21 - 22;379,78
26.07.2019;22 - 23;379,01
26.07.2019;23 - 00;372,74
27.07.2019;00 - 01;378,12
27.07.2019;01 - 02;364,36
27.07.2019;02 - 03;358,73
27.07.2019;03 - 04;349,33
27.07.2019;04 - 05;340,22
27.07.2019;05 - 06;341,97
27.07.2019;06 - 07;342,45
27.07.2019;07 - 08;349,43
27.07.2019;08 - 09;362,71
27.07.2019;09 - 10;380,06
27.07.2019;10 - 11;372,01
27.07.2019;11 - 12;366,59
27.07.2019;12 - 13;359,03
27.07.2019;13 - 14;356,99
27.07.2019;14 - 15;356,12
27.07.2019;15 - 16;354,28
27.07.2019;16 - 17;354,95
27.07.2019;17 - 18;356,6
27.07.2019;18 - 19;371,14
27.07.2019;19 - 20;377,44
27.07.2019;20 - 21;367,46
27.07.2019;21 - 22;350,79
27.07.2019;22 - 23;350,79
27.07.2019;23 - 00;339,54
28.07.2019;00 - 01;337,25
28.07.2019;01 - 02;314,34
28.07.2019;02 - 03;282,71
28.07.2019;03 - 04;263,3
28.07.2019;04 - 05;263,01
28.07.2019;05 - 06;260,09
28.07.2019;06 - 07;290,28
28.07.2019;07 - 08;333,75
28.07.2019;08 - 09;345,11
28.07.2019;09 - 10;358,99
28.07.2019;10 - 11;364,62
28.07.2019;11 - 12;365,3
28.07.2019;12 - 13;361,32
28.07.2019;13 - 14;359,18
28.07.2019;14 - 15;358,31
28.07.2019;15 - 16;357,92
28.07.2019;16 - 17;359,28
28.07.2019;17 - 18;367,33
28.07.2019;18 - 19;373,55
28.07.2019;19 - 20;387,23
28.07.2019;20 - 21;388,59
28.07.2019;21 - 22;387,23
28.07.2019;22 - 23;389,56
28.07.2019;23 - 00;377,04
29.07.2019;00 - 01;358,7
29.07.2019;01 - 02;341,42
29.07.2019;02 - 03;327,35
29.07.2019;03 - 04;333,56
29.07.2019;04 - 05;337,73
29.07.2019;05 - 06;353,36
29.07.2019;06 - 07;385,97
29.07.2019;07 - 08;393,54
29.07.2019;08 - 09;396,16
29.07.2019;09 - 10;399,94
29.07.2019;10 - 11;402,08
29.07.2019;11 - 12;403,34
29.07.2019;12 - 13;402,37
29.07.2019;13 - 14;391,21
29.07.2019;14 - 15;388,49
29.07.2019;15 - 16;385
29.07.2019;16 - 17;389,75
29.07.2019;17 - 18;397,13
29.07.2019;18 - 19;398,39
29.07.2019;19 - 20;396,06
29.07.2019;20 - 21;394,9
29.07.2019;21 - 22;391,98
29.07.2019;22 - 23;388,98
29.07.2019;23 - 00;382,28
30.07.2019;00 - 01;376,09
30.07.2019;01 - 02;371,73
30.07.2019;02 - 03;369,88
30.07.2019;03 - 04;368,33
30.07.2019;04 - 05;369,88
30.07.2019;05 - 06;374,05
30.07.2019;06 - 07;385,59
30.07.2019;07 - 08;389,17
30.07.2019;08 - 09;396,06
30.07.2019;09 - 10;397,99
30.07.2019;10 - 11;399,55
30.07.2019;11 - 12;401
30.07.2019;12 - 13;395,28
30.07.2019;13 - 14;392,66
30.07.2019;14 - 15;387,72
30.07.2019;15 - 16;387,24
30.07.2019;16 - 17;385,59
30.07.2019;17 - 18;394,41
30.07.2019;18 - 19;397,7
30.07.2019;19 - 20;395,86
30.07.2019;20 - 21;396,64
30.07.2019;21 - 22;393,34
30.07.2019;22 - 23;387,33
30.07.2019;23 - 00;374,73
31.07.2019;00 - 01;369,76
31.07.2019;01 - 02;365,47
31.07.2019;02 - 03;350,29
31.07.2019;03 - 04;348,34
31.07.2019;04 - 05;352,33
31.07.2019;05 - 06;368,01
31.07.2019;06 - 07;379,49
31.07.2019;07 - 08;386,6
31.07.2019;08 - 09;391,27
31.07.2019;09 - 10;391,66
31.07.2019;10 - 11;388,65
31.07.2019;11 - 12;390,49
31.07.2019;12 - 13;388,45
31.07.2019;13 - 14;384,17
31.07.2019;14 - 15;382,9
31.07.2019;15 - 16;382,22
31.07.2019;16 - 17;380,08
31.07.2019;17 - 18;383
31.07.2019;18 - 19;389,23
31.07.2019;19 - 20;389,62
31.07.2019;20 - 21;390,88
31.07.2019;21 - 22;390,49
31.07.2019;22 - 23;388,16
31.07.2019;23 - 00;386,41
01.08.2019;00 - 01;381,62
01.08.2019;01 - 02;371,63
01.08.2019;02 - 03;366,35
01.08.2019;03 - 04;364,59
01.08.2019;04 - 05;365,67
01.08.2019;05 - 06;375,65
01.08.2019;06 - 07;390,42
01.08.2019;07 - 08;393,16
01.08.2019;08 - 09;394,04
01.08.2019;09 - 10;394,53
01.08.2019;10 - 11;393,45
01.08.2019;11 - 12;393,55
01.08.2019;12 - 13;388,95
01.08.2019;13 - 14;391,99
01.08.2019;14 - 15;391,69
01.08.2019;15 - 16;391,79
01.08.2019;16 - 17;392,28
01.08.2019;17 - 18;396,98
01.08.2019;18 - 19;397,27
01.08.2019;19 - 20;395,31
01.08.2019;20 - 21;396,88
01.08.2019;21 - 22;394,82
01.08.2019;22 - 23;391,11
01.08.2019;23 - 00;387,58
02.08.2019;00 - 01;382,48
02.08.2019;01 - 02;381,01
02.08.2019;02 - 03;374,25
02.08.2019;03 - 04;371,6
02.08.2019;04 - 05;373,27
02.08.2019;05 - 06;377,58
02.08.2019;06 - 07;392,37
02.08.2019;07 - 08;398,45
02.08.2019;08 - 09;401,09
02.08.2019;09 - 10;405,5
02.08.2019;10 - 11;403,54
02.08.2019;11 - 12;406,48
02.08.2019;12 - 13;401,19
02.08.2019;13 - 14;394,63
02.08.2019;14 - 15;393,06
02.08.2019;15 - 16;391,79
02.08.2019;16 - 17;391,1
02.08.2019;17 - 18;395,61
02.08.2019;18 - 19;398,25
02.08.2019;19 - 20;396,78
02.08.2019;20 - 21;398,45
02.08.2019;21 - 22;396,29
02.08.2019;22 - 23;391,79
02.08.2019;23 - 00;389,92
03.08.2019;00 - 01;385,69
03.08.2019;01 - 02;377,77
03.08.2019;02 - 03;376,68
03.08.2019;03 - 04;373,61
03.08.2019;04 - 05;372,82
03.08.2019;05 - 06;374,9
03.08.2019;06 - 07;377,27
03.08.2019;07 - 08;380,24
03.08.2019;08 - 09;385,79
03.08.2019;09 - 10;393,31
03.08.2019;10 - 11;392,92
03.08.2019;11 - 12;392,12
03.08.2019;12 - 13;390,24
03.08.2019;13 - 14;387,47
03.08.2019;14 - 15;385,59
03.08.2019;15 - 16;385,19
03.08.2019;16 - 17;385
03.08.2019;17 - 18;385,69
03.08.2019;18 - 19;393,51
03.08.2019;19 - 20;395,69
03.08.2019;20 - 21;395,49
03.08.2019;21 - 22;398,46
03.08.2019;22 - 23;398,95
03.08.2019;23 - 00;390,74
04.08.2019;00 - 01;386,83
04.08.2019;01 - 02;377,98
04.08.2019;02 - 03;372,12
04.08.2019;03 - 04;369,44
04.08.2019;04 - 05;368,25
04.08.2019;05 - 06;362,48
04.08.2019;06 - 07;371,63
04.08.2019;07 - 08;378,48
04.08.2019;08 - 09;384,44
04.08.2019;09 - 10;390,6
04.08.2019;10 - 11;392,19
04.08.2019;11 - 12;392,29
04.08.2019;12 - 13;392,99
04.08.2019;13 - 14;392,09
04.08.2019;14 - 15;390,5
04.08.2019;15 - 16;389,51
04.08.2019;16 - 17;388,72
04.08.2019;17 - 18;390,7
04.08.2019;18 - 19;397,26
04.08.2019;19 - 20;403,92
04.08.2019;20 - 21;410,77
04.08.2019;21 - 22;409,88
04.08.2019;22 - 23;409,88
04.08.2019;23 - 00;400,54
05.08.2019;00 - 01;388,02
05.08.2019;01 - 02;366,56
05.08.2019;02 - 03;363,18
05.08.2019;03 - 04;363,28
05.08.2019;04 - 05;365,76
05.08.2019;05 - 06;390,8
05.08.2019;06 - 07;405,51
05.08.2019;07 - 08;406,7
05.08.2019;08 - 09;410,08
05.08.2019;09 - 10;412,66
05.08.2019;10 - 11;412,76
05.08.2019;11 - 12;413,46
05.08.2019;12 - 13;413,46
05.08.2019;13 - 14;412,46
05.08.2019;14 - 15;404,81
05.08.2019;15 - 16;397,76
05.08.2019;16 - 17;397,06
05.08.2019;17 - 18;402,63
05.08.2019;18 - 19;407,79
05.08.2019;19 - 20;410,28
05.08.2019;20 - 21;410,08
05.08.2019;21 - 22;412,66
05.08.2019;22 - 23;409,58
05.08.2019;23 - 00;396,17
06.08.2019;00 - 01;386,51
06.08.2019;01 - 02;376,95
06.08.2019;02 - 03;367,78
06.08.2019;03 - 04;366,98
06.08.2019;04 - 05;366,48
06.08.2019;05 - 06;383,32
06.08.2019;06 - 07;392,59
06.08.2019;07 - 08;405,54
